Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6081598401601114,0.08991978250436104,0.4511141396578175,0.8034369949895503
ξ_chronic,0.8091502504044273,0.12166630028984743,0.5969663265235039,1.0757113653109935
Δξ,0.20099041024431605,0.15210747057729718,-0.0974829688023815,0.5093942788571678
β_ξ,-1.9991829671632153,0.6074054999518346,-3.2018198880172015,-0.819370721060992
P(ξ_acute < ξ_chronic),0.9115,,,
