Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6062711299070631,0.09213181161751836,0.4465356796216004,0.8080208698862649
ξ_chronic,0.8101272457468692,0.12106956185057151,0.5967500536227297,1.069548575102123
Δξ,0.203856115839806,0.15080001762877698,-0.08586316671223289,0.5053328934556681
β_ξ,-2.0002870531043695,0.5952864855292792,-3.1551292898661796,-0.838131054382181
P(ξ_acute < ξ_chronic),0.9151,,,
