Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.607528442088446,0.09170358178396514,0.4483977691274344,0.808618611645918
ξ_chronic,0.8088563442725004,0.1220416413877977,0.5967865709911087,1.0760063787340624
Δξ,0.2013279021840542,0.15416332828264281,-0.09049740641961325,0.5102252200535974
β_ξ,-2.009605404240559,0.6028417948035255,-3.1764927034982966,-0.8476099450155845
P(ξ_acute < ξ_chronic),0.9105,,,
