Study,Phase,Metabolite,Mean_obs,SE,n,mu_phase_post_mean,mu_phase_HDI_low,mu_phase_HDI_high,residual,z_score
Mohamed et al. 2010,Chronic,NAA/Cr,1.0,0.09,26,1.0019306629305857,0.9508222507678745,1.0578808037597707,-0.001930662930585747,-0.021451810339841636
Mohamed et al. 2010,Control,NAA/Cr,1.08,0.11,18,1.0727618484977726,0.969730249974732,1.1796513153143846,0.007238151502227508,0.06580137729297734
Sailasuta et al. 2016,Acute,NAA/Cr,1.13,0.03,31,1.1000056378115808,1.0832195221437186,1.117001021387304,0.02999436218841911,0.9998120729473037
Sailasuta et al. 2016,Chronic,NAA/Cr,1.0,0.03,26,1.0019306629305857,0.9508222507678745,1.0578808037597707,-0.001930662930585747,-0.0643554310195249
