Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6071090095891511,0.09112447191360586,0.44661638556153976,0.8043002119008009
ξ_chronic,0.8074769279023655,0.12291512833851582,0.5930237159204019,1.076404432210638
Δξ,0.2003679183132143,0.15398244478595027,-0.08827242924562503,0.5116690267747014
β_ξ,-2.0065594988430253,0.5928284078878998,-3.1527074258463847,-0.8448783254307013
P(ξ_acute < ξ_chronic),0.9064,,,
