Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6070364987144587,0.08861067105194181,0.4509493105787307,0.7995923431702364
ξ_chronic,0.8067479267740604,0.12048582892811341,0.5948871948602601,1.0669415463879088
Δξ,0.19971142805960146,0.15007821232674143,-0.08277139458838897,0.5092405258789954
β_ξ,-2.0047070464101924,0.5935017080183624,-3.166172059557979,-0.8365406665543726
P(ξ_acute < ξ_chronic),0.9117,,,
