Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.5856581161727767,0.10165944245639064,0.47156142696930403,0.731707252021913
ξ_chronic,0.8347875577104008,0.08786322709851922,0.6733919413672501,0.9464490738453852
Δξ,0.2491294415376239,0.1375681333520014,0.019521836202108123,0.44057078069147737
β_ξ,-1.5407964032332346,0.3623975763904726,-2.6102581965669494,-1.3117850640686348
P(ξ_acute < ξ_chronic),0.980625,,,
