Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6074137169829109,0.09159926004327583,0.44516247851408836,0.8047118392663543
ξ_chronic,0.8101406802413916,0.12180157887762247,0.5949939232133277,1.0689165567190106
Δξ,0.20272696325848064,0.15078357511212076,-0.08548547411728027,0.5098913169220907
β_ξ,-1.9988025073344033,0.6032995322550442,-3.1666516835922813,-0.8261705079227976
P(ξ_acute < ξ_chronic),0.9142,,,
