Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6010685512484838,0.09736052076217733,0.4115306474830553,0.797995256964334
ξ_chronic,0.7997072130660945,0.09703554011272555,0.6098502065997329,0.9879892593913786
Δξ,0.1986386618176108,0.13791303120011342,-0.07577761415530256,0.4673192118902911
β_ξ,-1.995397834616066,0.49700241603382994,-2.976145249696594,-1.0101567449560718
P(ξ_acute < ξ_chronic),0.92125,,,
