fold,held_n,elpd_loo,p_loo,elpd_loo_per_obs
1,17,22.443608535689602,0.19571091929429585,1.3202122668052707
2,17,11.603336947572389,0.8366421012820595,0.6825492322101405
3,17,16.707138125974673,0.3883221676278268,0.9827728309396866
4,17,15.162890149446776,0.4534915790778271,0.8919347146733397
5,16,11.800900612133251,0.562726025754781,0.7375562882583282
