Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6061802476659591,0.09232094253033177,0.4447377324190692,0.805150710423154
ξ_chronic,0.8077309425254394,0.11909971504283935,0.5975434237170788,1.0646547899672778
Δξ,0.20155069485948007,0.1488875247377369,-0.08562095312600396,0.5069991883860608
β_ξ,-2.002958759261835,0.6068165905986893,-3.1964060708786266,-0.790112424010813
P(ξ_acute < ξ_chronic),0.9126,,,
