Study,Phase,Metabolite,Mean_obs,SE,n,mu_phase_post_mean,mu_phase_HDI_low,mu_phase_HDI_high,residual,z_score
Mohamed et al. 2010,Chronic,NAA/Cr,1.0,0.09,26,1.2430501181672968,1.2066259291129455,1.2772763819556578,-0.24305011816729682,-2.7005568685255206
Mohamed et al. 2010,Control,NAA/Cr,1.08,0.11,18,1.3289197759698037,1.2679689834606587,1.3926168350363357,-0.24891977596980364,-2.262907054270942
Sailasuta et al. 2016,Acute,NAA/Cr,1.13,0.03,31,1.137235797453504,1.0997760653536013,1.1749311256454564,-0.007235797453504,-0.24119324845013335
Sailasuta et al. 2016,Chronic,NAA/Cr,1.0,0.03,26,1.2430501181672968,1.2066259291129455,1.2772763819556578,-0.24305011816729682,-8.101670605576562
Sailasuta_2012,Chronic,NAA/Cr,1.415,0.023533936216582084,26,1.2430501181672968,1.2066259291129455,1.2772763819556578,0.1719498818327032,7.30646502354106
Sailasuta_2012,Control,NAA/Cr,1.428,0.03794733192202055,10,1.3289197759698037,1.2679689834606587,1.3926168350363357,0.09908022403019623,2.6109931584597312
