week_label,week_num,n,NAA_over_Cr_mean,SE,VL_log10_mean
week_0,0.0,44,1.0623980021506656,0.0219725903161752,5.3561985288690925
week_4,4.0,41,1.0756488336335244,0.026502769384381335,2.595374285394573
week_12,12.0,41,1.1111499229796473,0.023782482714280063,826.9756097560976
week_24,24.0,42,1.0415999040571617,0.023663097349963816,185.95238095238096
