Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6067975910464586,0.0900325540852415,0.45051155790250774,0.7999587086547499
ξ_chronic,0.8081020501089407,0.12143055865748437,0.5993281947107711,1.0702236245921553
Δξ,0.2013044590624823,0.14921959502040158,-0.08219385969780103,0.5109948581848893
β_ξ,-2.0047310061797132,0.5915213926974172,-3.1758823948308352,-0.8111865069925294
P(ξ_acute < ξ_chronic),0.9185,,,
