Study,Phase,Metabolite,Mean_obs,SE,n,mu_phase_post_mean,mu_phase_HDI_low,mu_phase_HDI_high,residual,z_score
Mohamed et al. 2010,Chronic,NAA/Cr,1.0,0.09,26,1.1236341375681609,1.1015820233451545,1.1465935862201986,-0.12363413756816088,-1.373712639646232
Mohamed et al. 2010,Control,NAA/Cr,1.08,0.11,18,1.3093252707883973,1.266577896632783,1.3538138173835685,-0.22932527078839726,-2.0847751889854296
Sailasuta et al. 2016,Acute,NAA/Cr,1.13,0.03,31,1.1333634451470724,1.1153413641907846,1.152052832282477,-0.0033634451470725413,-0.11211483823575139
Sailasuta et al. 2016,Chronic,NAA/Cr,1.0,0.03,26,1.1236341375681609,1.1015820233451545,1.1465935862201986,-0.12363413756816088,-4.121137918938697
Young_2014,Control,NAA/Cr,1.35,0.024,19,1.3093252707883973,1.266577896632783,1.3538138173835685,0.040674729211602756,1.6947803838167814
Young_2014,Control,Cho/Cr,0.3,0.0142,19,,,,,
Young_2014,Chronic,NAA/Cr,1.15,0.013,18,1.1236341375681609,1.1015820233451545,1.1465935862201986,0.026365862431839027,2.0281432639876176
Young_2014,Chronic,Cho/Cr,0.3,0.0129,18,,,,,
Young_2014,Control,NAA/Cr,1.4,0.02,19,1.3093252707883973,1.266577896632783,1.3538138173835685,0.09067472921160258,4.533736460580129
Young_2014,Control,Cho/Cr,0.2,0.0036,19,,,,,
Young_2014,Chronic,NAA/Cr,1.25,0.017,18,1.1236341375681609,1.1015820233451545,1.1465935862201986,0.12636586243183912,7.4332860254023005
Young_2014,Chronic,Cho/Cr,0.19,0.0058,18,,,,,
Sailasuta_2012,Chronic,NAA/Cr,1.415,0.023533936216582084,26,1.1236341375681609,1.1015820233451545,1.1465935862201986,0.29136586243183915,12.380668484456155
Sailasuta_2012,Control,NAA/Cr,1.428,0.03794733192202055,10,1.3093252707883973,1.266577896632783,1.3538138173835685,0.1186747292116026,3.1273537084365226
