fold,held_n,elpd_loo,p_loo,elpd_loo_per_obs
1,11,13.788256967307754,0.3215551664564593,1.2534779061188868
2,11,12.23895639071797,0.48717251984662724,1.112632399156179
3,11,13.747271873063905,0.35930064868846046,1.249751988460355
4,10,13.517067862605904,0.2901793550368996,1.3517067862605905
5,10,13.316165212837442,0.29376524341540033,1.331616521283744
