Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6054851878009362,0.09240129197625041,0.4437804153589998,0.8048867387006314
ξ_chronic,0.8095362918347759,0.12057303207291284,0.5983932718134647,1.071624013385749
Δξ,0.20405110403383978,0.14912955071755676,-0.0841425650432342,0.5058096793567836
β_ξ,-1.9981309391542972,0.593840655527849,-3.1633991141201734,-0.8437795940070013
P(ξ_acute < ξ_chronic),0.9188,,,
