Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6084382937374647,0.09150011095699324,0.4482504131522788,0.8076118267547492
ξ_chronic,0.8081782365092212,0.12073336369663575,0.5978248453014949,1.0699586971271098
Δξ,0.19973994277175647,0.15111571326416967,-0.09167555248523675,0.5088417202753165
β_ξ,-1.997474203825348,0.5994949683499284,-3.1805345467361685,-0.8141084594130669
P(ξ_acute < ξ_chronic),0.9134,,,
