Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.6063742917114272,0.0912812246923526,0.4498285231005039,0.8032610414967265
ξ_chronic,0.8098269295220116,0.12149881881890262,0.5920791262431987,1.0687919147956417
Δξ,0.20345263781058442,0.1503945978355063,-0.08070508627438416,0.508139586319774
β_ξ,-2.002209794128493,0.602291905375974,-3.177567532888199,-0.8158488303887727
P(ξ_acute < ξ_chronic),0.9158,,,
