Parameter,Mean,SD,HDI_2.5%,HDI_97.5%
ξ_acute,0.5984380346793141,0.0979398875873334,0.402565767986289,0.7921245675975371
ξ_chronic,0.8013549012752412,0.10000276857823798,0.6081622275310501,0.9992824900080197
Δξ,0.2029168665959272,0.1404674067359762,-0.07669976126514672,0.47569411738935835
β_ξ,-2.000275081637708,0.49362466959888995,-2.959143554005498,-1.0208698115733064
P(ξ_acute < ξ_chronic),0.926625,,,
