week_label,week_num,VL_mean_log10,n_week,delta_mean,delta_hdi2.5%,delta_hdi97.5%,pred_NAA/Cr_mean,pred_hdi2.5%,pred_hdi97.5%
week_0,0.0,5.3561985288690925,44,1.5085524635947492e+37,0.8340356704802816,6.034209854366559e+37,2.6386273547298823e+37,0.9206760737567791,1.0554509418902627e+38
week_4,4.0,2.595374285394573,41,3.6977456370845457e+37,0.8369246079076563,1.4790982548315347e+38,6.467771605102463e+37,0.916801624357527,2.5871086420378813e+38
week_12,12.0,826.9756097560976,41,0.25266555377885036,5.793638640082654e-87,1.0408471404503028,0.2765142898757883,1.0133723399132543e-86,1.1385341199812493
week_24,24.0,185.95238095238096,42,5952458273.971554,0.9244357691480307,23784177675.295765,10409014842.34828,1.0133418432482644,41601192758.17175
